Date,CementType,Price Before VAT,Quantity In Quintal,Quantity In Ton,Transportation,Total Price
11/2/2018,PPC-Bag,200,400,40,25,80000
11/2/2018,OPC-Bag,258.27,400,40,75,103308
11/2/2018,PPC-Bag,200,800,80,65,160000
11/2/2018,OPC-Bulk,239.13,400,40,28,95652
11/5/2018,PPC-Bag,191.3,400,40,28,76520
11/6/2018,OPC-Bulk,239.13,400,40,30,95652
11/7/2018,OPC-Bag,260.87,400,40,130,104348
11/7/2018,PPC-Bag,200,800,80,130,160000
11/8/2018,PPC-Bag,191.3,400,40,63,76520
11/8/2018,OPC-Bag,247.83,400,40,25,99132
11/9/2018,OPC-Bag,247.83,400,40,28,99132
11/9/2018,PPC-Bag,191.3,400,40,28,76520
11/12/2018,OPC-Bag,247.83,200,20,25,49566
11/13/2018,PPC-Bag,192.17,1600,160,25,307472
11/13/2018,OPC-Bulk,237.39,800,80,28,189912
11/14/2018,OPC-Bulk,239.13,4000,400,28.5,956520
11/14/2018,OPC-Bulk,243.48,1200,120,28,292176
11/14/2018,OPC-Bulk,239.13,800,80,28,191304
11/14/2018,OPC-Bulk,239.13,800,80,28,191304
11/14/2018,OPC-Bulk,243.48,800,80,28,194784
11/14/2018,OPC-Bag,273.04,350,35,0,95564
11/14/2018,PPC-Bag,207.83,400,40,0,83132
11/14/2018,PPC-Bag,189.57,400,40,22,75828
11/16/2018,OPC-Bag,247.83,400,40,23,99132
11/16/2018,OPC-Bulk,243.48,800,80,28,194784
11/16/2018,OPC-Bulk,243.48,800,80,28,194784
11/16/2018,PPC-Bag,191.3,400,40,40,76520
11/17/2018,OPC-Bag,253.91,2000,200,30,507820
11/17/2018,PPC-Bag,195.65,2000,200,30,391300
11/19/2018,OPC-Bag,258.26,400,40,28,103304
11/19/2018,PPC-Bag,200,1600,160,28,320000
11/21/2018,OPC-Bag,258.26,1600,160,25,413216
11/21/2018,PPC-Bag,200,400,40,25,80000
11/21/2018,OPC-Bag,258.26,800,80,25,206608
11/21/2018,OPC-Bag,258.26,400,40,80,103304
11/21/2018,PPC-Bag,200,800,80,70,160000
11/21/2018,PPC-Bag,191.3,400,40,90,76520
11/21/2018,PPC-Bag,191.3,10000,1000,28,1913000
11/21/2018,PPC-Bag,184.35,5000,500,25,921750
11/22/2018,OPC-Bulk,237.39,2000,200,28,474780
11/22/2018,OPC-Bag,247.83,400,40,105,99132
11/22/2018,PPC-Bag,191.3,800,80,21,153040
11/22/2018,OPC-Bulk,239.13,1200,120,28,286956
11/24/2018,OPC-Bulk,239.13,1200,120,28,286956
11/24/2018,OPC-Bag,247.83,400,40,25,99132
11/26/2018,PPC-Bag,191.3,400,40,30,76520
11/27/2018,OPC-Bulk,237.39,1200,120,28,284868
11/27/2018,OPC-Bag,247.83,400,40,90,99132
11/28/2018,OPC-Bag,247.83,200,20,30,49566
11/29/2018,PPC-Bag,189.57,400,40,23,75828
11/30/2018,OPC-Bulk,239.13,4000,400,28.5,956520
12/3/2018,OPC-Bulk,239.13,10000,1000,28,2391300
12/3/2018,OPC-Bulk,239.13,10000,1000,28,2391300
12/3/2018,OPC-Bulk,239.13,400,40,28,95652
12/3/2018,OPC-Bulk,243.48,800,80,28,194784
12/4/2018,OPC-Bag,247.83,800,80,28,198264
12/4/2018,PPC-Bag,191.3,400,40,30,76520
12/4/2018,OPC-Bag,247.83,400,40,21,99132
12/4/2018,OPC-Bag,247.83,1200,120,25,297396
12/5/2018,PPC-Bag,191.3,1200,120,25,229560
12/5/2018,OPC-Bag,247.83,1600,160,110,396528
12/6/2018,OPC-Bulk,237.39,400,40,28,94956
12/6/2018,OPC-Bag,253.91,400,40,80,101564
12/6/2018,OPC-Bag,247.39,2000,200,90,494780
12/6/2018,OPC-Bag,247.83,200,20,30,49566
12/6/2018,PPC-Bag,191.3,600,60,28,114780
12/6/2018,OPC-Bulk,239.13,1200,120,28,286956
12/7/2018,PPC-Bag,184.35,5000,500,25,921750
12/7/2018,PPC-Bag,191.3,400,40,28,76520
12/7/2018,OPC-Bulk,237.39,1200,120,28,284868
12/8/2018,PPC-Bag,191.3,200,20,25,38260
12/10/2018,PPC-Bag,191.3,200,20,25,38260
12/12/2018,PPC-Bag,189.57,400,40,25,75828
12/12/2018,OPC-Bulk,237.39,1200,120,28,284868
12/12/2018,OPC-Bulk,237.39,1200,120,28,284868
12/12/2018,PPC-Bag,189.57,400,40,23,75828
12/12/2018,PPC-Bag,191.3,400,40,28,76520
12/13/2018,OPC-Bulk,239.13,4000,400,28.5,956520
12/13/2018,PPC-Bag,191.3,10000,1000,29,1913000
12/13/2018,OPC-Bag,247.83,400,40,25,99132
12/15/2018,OPC-Bulk,237.39,1200,120,28,284868
12/15/2018,OPC-Bag,247.83,200,20,30,49566
12/17/2018,OPC-Bag,253.91,2000,200,30,507820
12/17/2018,PPC-Bag,195.65,2000,200,30,391300
12/17/2018,PPC-Bag,191.3,800,80,90,153040
12/17/2018,PPC-Bag,191.3,400,40,63,76520
12/17/2018,PPC-Bag,189.55,400,40,22,75820
12/18/2018,OPC-Bag,247.83,400,40,28,99132
12/18/2018,OPC-Bulk,237.39,1200,120,28,284868
12/18/2018,OPC-Bag,247.83,4000,400,29,991320
12/19/2018,OPC-Bag,249.57,800,80,60,199656
12/19/2018,OPC-Bag,247.83,400,40,21,99132
12/19/2018,OPC-Bulk,239.13,1200,120,28,286956
12/20/2018,OPC-Bulk,237.39,800,80,28,189912
12/20/2018,PPC-Bag,189.57,400,40,25,75828
12/21/2018,PPC-Bag,189.57,400,40,23,75828
12/21/2018,PPC-Bag,189.57,400,40,18,75828
12/22/2018,OPC-Bulk,237.39,1200,120,28,284868
12/24/2018,PPC-Bag,189.57,200,20,30,37914
12/26/2018,OPC-Bulk,237.39,1200,120,28,284868
12/26/2018,OPC-Bag,247.39,2000,200,90,494780
12/26/2018,PPC-Bag,191.3,1200,120,25,229560
12/26/2018,PPC-Bag,191.3,1200,120,63,229560
12/27/2018,PPC-Bag,191.3,1200,120,25,229560
12/27/2018,OPC-Bulk,239.13,4000,400,28.5,956520
12/27/2018,OPC-Bulk,239.13,4000,400,28.5,956520
12/27/2018,OPC-Bag,247.83,1200,120,21,297396
12/28/2018,OPC-Bulk,237.39,1200,120,28,284868
12/28/2018,PPC-Bag,189.57,400,40,22,75828
12/29/2018,OPC-Bulk,239.13,1200,120,25,286956
12/31/2018,OPC-Bag,253.91,2000,200,30,507820
12/31/2018,PPC-Bag,195.65,2000,200,30,391300
12/31/2018,PPC-Bag,191.3,400,40,75,76520
12/31/2018,PPC-Bag,189.57,200,20,28,37914
1/1/2019,OPC-Bulk,237.39,1200,120,28,284868
1/1/2019,OPC-Bulk,237.39,800,80,28,189912
1/1/2019,OPC-Bag,247.83,400,40,21,99132
1/1/2019,OPC-Bag,247.83,200,20,21,49566
1/1/2019,PPC-Bag,191.3,400,40,22,76520
1/2/2019,OPC-Bag,247.83,400,40,21,99132
1/2/2019,PPC-Bag,191.3,400,40,21,76520
1/2/2019,OPC-Bag,247.83,400,40,25,99132
1/3/2019,OPC-Bag,247.83,400,40,28,99132
1/3/2019,PPC-Bag,191.3,400,40,28,76520
1/3/2019,OPC-Bulk,237.39,2000,200,28,474780
1/4/2019,OPC-Bag,247.83,400,40,23,99132
1/4/2019,OPC-Bulk,237.39,2400,240,28,569736
1/5/2019,OPC-Bulk,243.48,800,80,28,194784
1/5/2019,PPC-Bag,191.3,400,40,35,76520
1/8/2019,PPC-Bag,189.57,200,20,25,37914
1/9/2019,OPC-Bag,247.83,800,80,110,198264
1/9/2019,OPC-Bag,247.83,800,80,80,198264
1/9/2019,OPC-Bag,247.83,1600,160,110,396528
1/10/2019,OPC-Bag,247.83,400,40,25,99132
1/10/2019,OPC-Bag,247.83,200,20,30,49566
1/10/2019,OPC-Bag,247.83,400,40,21,99132
1/11/2019,OPC-Bag,247.83,400,40,25,99132
1/12/2019,PPC-Bag,184.35,5000,500,29,921750
1/12/2019,PPC-Bag,191.3,5000,500,25,956500
1/14/2019,OPC-Bulk,239.13,4000,400,28.5,956520
1/14/2019,OPC-Bulk,237.39,1200,120,28,284868
1/14/2019,OPC-Bulk,237.39,2800,280,28,664692
1/15/2019,PPC-Bag,191.3,400,40,21,76520
1/15/2019,OPC-Bulk,243.48,2400,240,28,584352
1/15/2019,OPC-Bag,247.83,400,40,25,99132
1/16/2019,OPC-Bag,247.83,200,20,30,49566
1/17/2019,OPC-Bag,247.83,400,40,21,99132
1/21/2019,PPC-Bag,191.3,800,80,25,153040
1/21/2019,OPC-Bulk,239.13,4000,400,0,956520
1/21/2019,OPC-Bulk,237.39,1200,120,28,284868
1/21/2019,PPC-Bag,189.57,200,20,28,37914
1/21/2019,PPC-Bag,189.57,400,40,21,75828
1/22/2019,OPC-Bag,247.83,400,40,75,99132
1/22/2019,PPC-Bag,191.3,400,40,75,76520
1/22/2019,PPC-Bag,191.3,400,40,65,76520
1/23/2019,PPC-Bag,191.3,350,35,20,66955
1/24/2019,PPC-Bag,189.57,1200,120,20,227484
1/24/2019,PPC-Bag,189.57,1050,105,20,199048.5
1/24/2019,OPC-Bag,247.83,800,80,35,198264
1/24/2019,OPC-Bulk,237.39,1600,160,28,379824
1/24/2019,PPC-Bag,189.57,1200,120,20,227484
1/25/2019,PPC-Bag,189.57,200,20,26,37914
1/25/2019,OPC-Bulk,237.39,1200,120,28,284868
1/25/2019,OPC-Bag,247.83,200,20,28,49566
1/25/2019,OPC-Bag,247.83,700,70,20,173481
1/28/2019,OPC-Bag,247.83,400,40,25,99132
1/29/2019,OPC-Bag,258.26,2000,200,65,516520
1/29/2019,PPC-Bag,200,800,80,65,160000
1/29/2019,OPC-Bag,258.26,400,40,80,103304
1/29/2019,PPC-Bag,200,800,80,80,160000
1/29/2019,OPC-Bag,258.26,400,40,25,103304
1/29/2019,PPC-Bag,200,400,40,25,80000
1/29/2019,PPC-Bag,200,400,40,150,80000
1/29/2019,OPC-Bag,258.26,400,40,25,103304
1/29/2019,PPC-Bag,200,400,40,0,80000
1/29/2019,OPC-Bag,258.26,400,40,25,103304
